measurementDeterminedBy,traitName,traitValue,traitUnit,verbatimTraitName,original_archive
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,10,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,23,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,21,degrees,Apiang,CALYPT.csv
Mabberley,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
Bernal,Apical_leaflet_angle,26,degrees,Apiang,CALYPT.csv
Knapp,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,14,degrees,Apiang,CALYPT.csv
Hammel,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,23,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,11,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,11,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,21,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Hammel,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,30,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,14,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,30,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,30,degrees,Apiang,CALYPT.csv
Read,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
DArcy,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Hammel,Apical_leaflet_angle,12,degrees,Apiang,CALYPT.csv
Churchill,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Miranda,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Guadarrama,Apical_leaflet_angle,13,degrees,Apiang,CALYPT.csv
Guadarrama,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
Guadarrama,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Bunting,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
Folsom,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Vargas,Apical_leaflet_angle,21,degrees,Apiang,CALYPT.csv
Moreno,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Davidse,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Moreno,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
Wilbur,Apical_leaflet_angle,25,degrees,Apiang,CALYPT.csv
Stevens,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
Chacon,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,9,degrees,Apiang,CALYPT.csv
Henderson,Apical_leaflet_angle,21,degrees,Apiang,CALYPT.csv
Grayum,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
Burger,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Gomez,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Moreno,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Moore,Apical_leaflet_angle,7,degrees,Apiang,CALYPT.csv
Grayum,Apical_leaflet_angle,21,degrees,Apiang,CALYPT.csv
Moreno,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,13,degrees,Apiang,CALYPT.csv
Croat,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Hammel,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Loomis,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
Moreno,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
Holdridge,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
Blackmore,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Hazlett,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
MacDougal,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
Davidse,Apical_leaflet_angle,21,degrees,Apiang,CALYPT.csv
Standley,Apical_leaflet_angle,26,degrees,Apiang,CALYPT.csv
Moore,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
Deam,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Holst,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Davidse,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Steyermark,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Clover,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
Stevens,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
Moore,Apical_leaflet_angle,13,degrees,Apiang,CALYPT.csv
Mont,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Stevenson,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
Watson,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Grayum,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,10,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,25,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,12,degrees,Apiang,CALYPT.csv
Utley,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
Grayum,Apical_leaflet_angle,13,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,10,degrees,Apiang,CALYPT.csv
Henderson,Apical_leaflet_angle,10,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Davidse,Apical_leaflet_angle,30,degrees,Apiang,CALYPT.csv
Hamilton,Apical_leaflet_angle,30,degrees,Apiang,CALYPT.csv
Folsom,Apical_leaflet_angle,23,degrees,Apiang,CALYPT.csv
Folsom,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Knapp,Apical_leaflet_angle,34,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,14,degrees,Apiang,CALYPT.csv
Croat,Apical_leaflet_angle,27,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Henderson,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
Churchill,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,13,degrees,Apiang,CALYPT.csv
Croat,Apical_leaflet_angle,21,degrees,Apiang,CALYPT.csv
Churchill,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
Folsom,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Knudsen,Apical_leaflet_angle,23,degrees,Apiang,CALYPT.csv
Foster,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Stevens,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Churchill,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Knapp,Apical_leaflet_angle,11,degrees,Apiang,CALYPT.csv
McPherson,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
Churchill,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
McPherson,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
Churchill,Apical_leaflet_angle,26,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Croat,Apical_leaflet_angle,35,degrees,Apiang,CALYPT.csv
Hamilton,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Mori,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
Dwyer,Apical_leaflet_angle,32,degrees,Apiang,CALYPT.csv
Galdames,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Busey,Apical_leaflet_angle,30,degrees,Apiang,CALYPT.csv
Henderson,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Porter,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Sytsma,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
Kirkbride,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
McPherson,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,13,degrees,Apiang,CALYPT.csv
Hammel,Apical_leaflet_angle,14,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Foster,Apical_leaflet_angle,16,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,18,degrees,Apiang,CALYPT.csv
McPherson,Apical_leaflet_angle,14,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,13,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,10,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,19,degrees,Apiang,CALYPT.csv
Herrera,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,22,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,10,degrees,Apiang,CALYPT.csv
Moore,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
Moore,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Croat,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,12,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Liesner,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
Chacon,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,13,degrees,Apiang,CALYPT.csv
Croat,Apical_leaflet_angle,10,degrees,Apiang,CALYPT.csv
Molina,Apical_leaflet_angle,24,degrees,Apiang,CALYPT.csv
Gomez,Apical_leaflet_angle,21,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,11,degrees,Apiang,CALYPT.csv
Croat,Apical_leaflet_angle,17,degrees,Apiang,CALYPT.csv
Knapp,Apical_leaflet_angle,27,degrees,Apiang,CALYPT.csv
Folsom,Apical_leaflet_angle,20,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,25,degrees,Apiang,CALYPT.csv
Hammel,Apical_leaflet_angle,15,degrees,Apiang,CALYPT.csv
de Nevers,Apical_leaflet_angle,28,degrees,Apiang,CALYPT.csv
Hamilton,Apical_leaflet_angle,31,degrees,Apiang,CALYPT.csv
Correa,Basal_leaflet_angle,54,degrees,Basang,CALYPT.csv
Mori,Basal_leaflet_angle,51,degrees,Basang,CALYPT.csv
Allen,Basal_leaflet_angle,63,degrees,Basang,CALYPT.csv
Miller,Basal_leaflet_angle,46,degrees,Basang,CALYPT.csv
Lewis,Basal_leaflet_angle,55,degrees,Basang,CALYPT.csv
Folsom,Basal_leaflet_angle,43,degrees,Basang,CALYPT.csv
Sytsma,Basal_leaflet_angle,66,degrees,Basang,CALYPT.csv
Miller,Basal_leaflet_angle,59,degrees,Basang,CALYPT.csv
Hamilton,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
Mori,Basal_leaflet_angle,56,degrees,Basang,CALYPT.csv
Allen,Basal_leaflet_angle,47,degrees,Basang,CALYPT.csv
Mori,Basal_leaflet_angle,48,degrees,Basang,CALYPT.csv
Mori,Basal_leaflet_angle,48,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,71,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,60,degrees,Basang,CALYPT.csv
Sytsma,Basal_leaflet_angle,55,degrees,Basang,CALYPT.csv
Darwin,Basal_leaflet_angle,70,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
Gentry,Basal_leaflet_angle,41,degrees,Basang,CALYPT.csv
Bartlett,Basal_leaflet_angle,58,degrees,Basang,CALYPT.csv
Knapp,Basal_leaflet_angle,47,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,55,degrees,Basang,CALYPT.csv
Hamilton,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
Hamilton,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
Hamilton,Basal_leaflet_angle,41,degrees,Basang,CALYPT.csv
Churchill,Basal_leaflet_angle,65,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,63,degrees,Basang,CALYPT.csv
Nee,Basal_leaflet_angle,48,degrees,Basang,CALYPT.csv
Kirkbride,Basal_leaflet_angle,67,degrees,Basang,CALYPT.csv
Hamilton,Basal_leaflet_angle,48,degrees,Basang,CALYPT.csv
Thompson,Basal_leaflet_angle,51,degrees,Basang,CALYPT.csv
Nee,Basal_leaflet_angle,41,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
Dwyer,Basal_leaflet_angle,55,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,67,degrees,Basang,CALYPT.csv
McPherson,Basal_leaflet_angle,47,degrees,Basang,CALYPT.csv
Knapp,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Mori,Basal_leaflet_angle,67,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,35,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,31,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,20,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,40,degrees,Basang,CALYPT.csv
Folsom,Basal_leaflet_angle,35,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,53,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,40,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,46,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,42,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,45,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,26,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,35,degrees,Basang,CALYPT.csv
Henderson,Basal_leaflet_angle,38,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,41,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,34,degrees,Basang,CALYPT.csv
Folsom,Basal_leaflet_angle,45,degrees,Basang,CALYPT.csv
Moore,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,15,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,3,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,19,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,7,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,16,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,11,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,6,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,15,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,15,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,19,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,17,degrees,Basang,CALYPT.csv
Herrera,Basal_leaflet_angle,13,degrees,Basang,CALYPT.csv
Porter,Basal_leaflet_angle,10,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,19,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,9,degrees,Basang,CALYPT.csv
Henderson,Basal_leaflet_angle,38,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,10,degrees,Basang,CALYPT.csv
Bernal,Basal_leaflet_angle,31,degrees,Basang,CALYPT.csv
Gentry,Basal_leaflet_angle,39,degrees,Basang,CALYPT.csv
Gentry,Basal_leaflet_angle,25,degrees,Basang,CALYPT.csv
Pinto,Basal_leaflet_angle,33,degrees,Basang,CALYPT.csv
Bernal,Basal_leaflet_angle,17,degrees,Basang,CALYPT.csv
Davidse,Basal_leaflet_angle,28,degrees,Basang,CALYPT.csv
Davidse,Basal_leaflet_angle,43,degrees,Basang,CALYPT.csv
Gomez,Basal_leaflet_angle,35,degrees,Basang,CALYPT.csv
Fuentes,Basal_leaflet_angle,60,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,47,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,48,degrees,Basang,CALYPT.csv
Dryer,Basal_leaflet_angle,38,degrees,Basang,CALYPT.csv
Dryer,Basal_leaflet_angle,42,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,70,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,37,degrees,Basang,CALYPT.csv
Gentry,Basal_leaflet_angle,56,degrees,Basang,CALYPT.csv
Liesner,Basal_leaflet_angle,65,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,42,degrees,Basang,CALYPT.csv
Haber,Basal_leaflet_angle,45,degrees,Basang,CALYPT.csv
Herrera,Basal_leaflet_angle,70,degrees,Basang,CALYPT.csv
Liesner,Basal_leaflet_angle,71,degrees,Basang,CALYPT.csv
Chazdon,Basal_leaflet_angle,73,degrees,Basang,CALYPT.csv
Standley,Basal_leaflet_angle,42,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,56,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,58,degrees,Basang,CALYPT.csv
Klotz,Basal_leaflet_angle,35,degrees,Basang,CALYPT.csv
Moore,Basal_leaflet_angle,55,degrees,Basang,CALYPT.csv
Moore,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Chazdon,Basal_leaflet_angle,47,degrees,Basang,CALYPT.csv
Grayum,Basal_leaflet_angle,34,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,60,degrees,Basang,CALYPT.csv
Moore,Basal_leaflet_angle,40,degrees,Basang,CALYPT.csv
Murray,Basal_leaflet_angle,45,degrees,Basang,CALYPT.csv
Smith,Basal_leaflet_angle,25,degrees,Basang,CALYPT.csv
Standley,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,60,degrees,Basang,CALYPT.csv
Pounds,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
Gomez,Basal_leaflet_angle,33,degrees,Basang,CALYPT.csv
Gomez,Basal_leaflet_angle,38,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,45,degrees,Basang,CALYPT.csv
Chacon,Basal_leaflet_angle,33,degrees,Basang,CALYPT.csv
Burger,Basal_leaflet_angle,56,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,40,degrees,Basang,CALYPT.csv
Hill,Basal_leaflet_angle,40,degrees,Basang,CALYPT.csv
Burger,Basal_leaflet_angle,44,degrees,Basang,CALYPT.csv
Grayum,Basal_leaflet_angle,45,degrees,Basang,CALYPT.csv
Utley,Basal_leaflet_angle,37,degrees,Basang,CALYPT.csv
Grayum,Basal_leaflet_angle,42,degrees,Basang,CALYPT.csv
Grayum,Basal_leaflet_angle,57,degrees,Basang,CALYPT.csv
Koptur,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
Moraga,Basal_leaflet_angle,39,degrees,Basang,CALYPT.csv
Dryer,Basal_leaflet_angle,35,degrees,Basang,CALYPT.csv
McPherson,Basal_leaflet_angle,25,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,21,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,23,degrees,Basang,CALYPT.csv
DArcy,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Galdames,Basal_leaflet_angle,36,degrees,Basang,CALYPT.csv
Stimson,Basal_leaflet_angle,55,degrees,Basang,CALYPT.csv
Porter,Basal_leaflet_angle,56,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,66,degrees,Basang,CALYPT.csv
Gentry,Basal_leaflet_angle,62,degrees,Basang,CALYPT.csv
Fairchild,Basal_leaflet_angle,22,degrees,Basang,CALYPT.csv
Knudsen,Basal_leaflet_angle,25,degrees,Basang,CALYPT.csv
Knudsen,Basal_leaflet_angle,34,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,34,degrees,Basang,CALYPT.csv
Kennedy,Basal_leaflet_angle,39,degrees,Basang,CALYPT.csv
Knudsen,Basal_leaflet_angle,22,degrees,Basang,CALYPT.csv
Antonio,Basal_leaflet_angle,22,degrees,Basang,CALYPT.csv
Knapp,Basal_leaflet_angle,35,degrees,Basang,CALYPT.csv
McPherson,Basal_leaflet_angle,31,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,27,degrees,Basang,CALYPT.csv
DArcy,Basal_leaflet_angle,24,degrees,Basang,CALYPT.csv
Mori,Basal_leaflet_angle,70,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,21,degrees,Basang,CALYPT.csv
Knudsen,Basal_leaflet_angle,21,degrees,Basang,CALYPT.csv
Folsom,Basal_leaflet_angle,31,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Knapp,Basal_leaflet_angle,25,degrees,Basang,CALYPT.csv
Moore,Basal_leaflet_angle,40,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,27,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,37,degrees,Basang,CALYPT.csv
Sytsma,Basal_leaflet_angle,28,degrees,Basang,CALYPT.csv
Hamilton,Basal_leaflet_angle,22,degrees,Basang,CALYPT.csv
Antonio,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Allen,Basal_leaflet_angle,60,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,17,degrees,Basang,CALYPT.csv
Mori,Basal_leaflet_angle,35,degrees,Basang,CALYPT.csv
Allen,Basal_leaflet_angle,56,degrees,Basang,CALYPT.csv
Lewis,Basal_leaflet_angle,63,degrees,Basang,CALYPT.csv
Churchill,Basal_leaflet_angle,65,degrees,Basang,CALYPT.csv
Nee,Basal_leaflet_angle,54,degrees,Basang,CALYPT.csv
Moore,Basal_leaflet_angle,19,degrees,Basang,CALYPT.csv
Nee,Basal_leaflet_angle,45,degrees,Basang,CALYPT.csv
Mori,Basal_leaflet_angle,57,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,12,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,15,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,9,degrees,Basang,CALYPT.csv
Knapp,Basal_leaflet_angle,20,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,20,degrees,Basang,CALYPT.csv
DArcy,Basal_leaflet_angle,24,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,81,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,11,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,35,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,23,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,14,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,23,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Henderson,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Thompson,Basal_leaflet_angle,23,degrees,Basang,CALYPT.csv
Liesner,Basal_leaflet_angle,18,degrees,Basang,CALYPT.csv
Miller,Basal_leaflet_angle,58,degrees,Basang,CALYPT.csv
Henderson,Basal_leaflet_angle,25,degrees,Basang,CALYPT.csv
Henderson,Basal_leaflet_angle,33,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,18,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,54,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,42,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,23,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,22,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,21,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,25,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,50,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Knapp,Basal_leaflet_angle,58,degrees,Basang,CALYPT.csv
Juncosa,Basal_leaflet_angle,36,degrees,Basang,CALYPT.csv
Croat,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Juncosa,Basal_leaflet_angle,30,degrees,Basang,CALYPT.csv
Mabberley,Basal_leaflet_angle,25,degrees,Basang,CALYPT.csv
Bernal,Basal_leaflet_angle,48,degrees,Basang,CALYPT.csv
Knapp,Basal_leaflet_angle,23,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,18,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,19,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,15,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,16,degrees,Basang,CALYPT.csv
Hammel,Basal_leaflet_angle,13,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,21,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,36,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,20,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,24,degrees,Basang,CALYPT.csv
de Nevers,Basal_leaflet_angle,22,degrees,Basang,CALYPT.csv
